102051 silly lifecycle grunt-newer@0.7.0~preinstall: no script for preinstall, continuing
104218 silly linkStuff entities@0.5.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/cheerio/node_modules as its parent node_modules
104219 verbose linkBins entities@0.5.0
104220 verbose linkMans entities@0.5.0
104221 silly build isarray@0.0.1
104222 info linkStuff isarray@0.0.1
104223 silly linkStuff isarray@0.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/cheerio/node_modules as its parent node_modules
104224 verbose linkBins isarray@0.0.1
104225 verbose linkMans isarray@0.0.1
104226 silly build readable-stream@1.0.34
104227 info linkStuff readable-stream@1.0.34
104228 silly linkStuff readable-stream@1.0.34 has /media/ram/Main Drive/hackathon-revamped/node_modules/cheerio/node_modules as its parent node_modules
104229 verbose linkBins readable-stream@1.0.34
104230 verbose linkMans readable-stream@1.0.34
104231 silly build underscore@1.4.4
104232 info linkStuff underscore@1.4.4
104233 silly linkStuff underscore@1.4.4 has /media/ram/Main Drive/hackathon-revamped/node_modules/cheerio/node_modules as its parent node_modules
104234 verbose linkBins underscore@1.4.4
104235 verbose linkMans underscore@1.4.4
104236 silly build chmodr@0.1.0
104237 info linkStuff chmodr@0.1.0
104238 silly linkStuff chmodr@0.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104239 verbose linkBins chmodr@0.1.0
104240 verbose linkMans chmodr@0.1.0
104241 silly build commander@2.2.0
104242 info linkStuff commander@2.2.0
104243 silly linkStuff commander@2.2.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/clean-css/node_modules as its parent node_modules
104244 verbose linkBins commander@2.2.0
104245 verbose linkMans commander@2.2.0
104246 silly build clean-css@2.2.23
104247 info linkStuff clean-css@2.2.23
104248 silly linkStuff clean-css@2.2.23 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104249 verbose linkBins clean-css@2.2.23
104250 verbose link bins [ { cleancss: './bin/cleancss' },
104250 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
104250 verbose link bins   false ]
104251 verbose linkMans clean-css@2.2.23
104252 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/cleancss is being purged
104253 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/cleancss
104254 silly build minimatch@0.3.0
104255 info linkStuff minimatch@0.3.0
104256 silly linkStuff minimatch@0.3.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/cli/node_modules as its parent node_modules
104257 verbose linkBins minimatch@0.3.0
104258 verbose linkMans minimatch@0.3.0
104259 silly build glob@3.2.11
104260 info linkStuff glob@3.2.11
104261 silly linkStuff glob@3.2.11 has /media/ram/Main Drive/hackathon-revamped/node_modules/cli/node_modules as its parent node_modules
104262 verbose linkBins glob@3.2.11
104263 verbose linkMans glob@3.2.11
104264 silly build cli@0.6.6
104265 info linkStuff cli@0.6.6
104266 silly linkStuff cli@0.6.6 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104267 verbose linkBins cli@0.6.6
104268 verbose linkMans cli@0.6.6
104269 silly build component-bind@1.0.0
104270 info linkStuff component-bind@1.0.0
104271 silly linkStuff component-bind@1.0.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104272 verbose linkBins component-bind@1.0.0
104273 verbose linkMans component-bind@1.0.0
104274 silly build component-emitter@1.1.2
104275 info linkStuff component-emitter@1.1.2
104276 silly linkStuff component-emitter@1.1.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104277 verbose linkBins component-emitter@1.1.2
104278 verbose linkMans component-emitter@1.1.2
104279 silly build component-inherit@0.0.3
104280 info linkStuff component-inherit@0.0.3
104281 silly linkStuff component-inherit@0.0.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104282 verbose linkBins component-inherit@0.0.3
104283 verbose linkMans component-inherit@0.0.3
104284 silly build compressible@1.1.1
104285 info linkStuff compressible@1.1.1
104286 silly linkStuff compressible@1.1.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104287 verbose linkBins compressible@1.1.1
104288 verbose linkMans compressible@1.1.1
104289 silly build mime-types@1.0.2
104290 info linkStuff mime-types@1.0.2
104291 silly linkStuff mime-types@1.0.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/compression/node_modules as its parent node_modules
104292 verbose linkBins mime-types@1.0.2
104293 verbose linkMans mime-types@1.0.2
104294 silly build ms@0.6.2
104295 info linkStuff ms@0.6.2
104296 silly linkStuff ms@0.6.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/compression/node_modules as its parent node_modules
104297 verbose linkBins ms@0.6.2
104298 verbose linkMans ms@0.6.2
104299 silly build debug@1.0.4
104300 info linkStuff debug@1.0.4
104301 silly linkStuff debug@1.0.4 has /media/ram/Main Drive/hackathon-revamped/node_modules/compression/node_modules as its parent node_modules
104302 verbose linkBins debug@1.0.4
104303 verbose linkMans debug@1.0.4
104304 silly build negotiator@0.4.7
104305 info linkStuff negotiator@0.4.7
104306 silly linkStuff negotiator@0.4.7 has /media/ram/Main Drive/hackathon-revamped/node_modules/compression/node_modules as its parent node_modules
104307 verbose linkBins negotiator@0.4.7
104308 verbose linkMans negotiator@0.4.7
104309 silly build accepts@1.0.7
104310 info linkStuff accepts@1.0.7
104311 silly linkStuff accepts@1.0.7 has /media/ram/Main Drive/hackathon-revamped/node_modules/compression/node_modules as its parent node_modules
104312 verbose linkBins accepts@1.0.7
104313 verbose linkMans accepts@1.0.7
104314 silly build connect-livereload@0.4.1
104315 info linkStuff connect-livereload@0.4.1
104316 silly linkStuff connect-livereload@0.4.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
104317 verbose linkBins connect-livereload@0.4.1
104318 verbose linkMans connect-livereload@0.4.1
104319 silly build debug@2.2.0
104320 info linkStuff debug@2.2.0
104321 silly linkStuff debug@2.2.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect-timeout/node_modules as its parent node_modules
104322 verbose linkBins debug@2.2.0
104323 verbose linkMans debug@2.2.0
104324 silly build base64-url@1.2.1
104325 info linkStuff base64-url@1.2.1
104326 silly linkStuff base64-url@1.2.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104327 verbose linkBins base64-url@1.2.1
104328 verbose linkMans base64-url@1.2.1
104329 silly build bytes@2.1.0
104330 info linkStuff bytes@2.1.0
104331 silly linkStuff bytes@2.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104332 verbose linkBins bytes@2.1.0
104333 verbose linkMans bytes@2.1.0
104334 silly build compressible@2.0.8
104335 info linkStuff compressible@2.0.8
104336 silly linkStuff compressible@2.0.8 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104337 verbose linkBins compressible@2.0.8
104338 verbose linkMans compressible@2.0.8
104339 silly build cookie@0.1.3
104340 info linkStuff cookie@0.1.3
104341 silly linkStuff cookie@0.1.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104342 verbose linkBins cookie@0.1.3
104343 verbose linkMans cookie@0.1.3
104344 silly build cookie-signature@1.0.6
104345 info linkStuff cookie-signature@1.0.6
104346 silly linkStuff cookie-signature@1.0.6 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104347 verbose linkBins cookie-signature@1.0.6
104348 verbose linkMans cookie-signature@1.0.6
104349 silly build cookie-parser@1.3.5
104350 info linkStuff cookie-parser@1.3.5
104351 silly linkStuff cookie-parser@1.3.5 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104352 verbose linkBins cookie-parser@1.3.5
104353 verbose linkMans cookie-parser@1.3.5
104354 silly build debug@2.2.0
104355 info linkStuff debug@2.2.0
104356 silly linkStuff debug@2.2.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104357 verbose linkBins debug@2.2.0
104358 verbose linkMans debug@2.2.0
104359 silly build depd@1.0.1
104360 info linkStuff depd@1.0.1
104361 silly linkStuff depd@1.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104362 verbose linkBins depd@1.0.1
104363 verbose linkMans depd@1.0.1
104364 silly build negotiator@0.6.1
104365 info linkStuff negotiator@0.6.1
104366 silly linkStuff negotiator@0.6.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/errorhandler/node_modules as its parent node_modules
104367 verbose linkBins negotiator@0.6.1
104368 verbose linkMans negotiator@0.6.1
104369 silly build accepts@1.3.3
104370 info linkStuff accepts@1.3.3
104371 silly linkStuff accepts@1.3.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/errorhandler/node_modules as its parent node_modules
104372 verbose linkBins accepts@1.3.3
104373 verbose linkMans accepts@1.3.3
104374 silly build escape-html@1.0.3
104375 info linkStuff escape-html@1.0.3
104376 silly linkStuff escape-html@1.0.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104377 verbose linkBins escape-html@1.0.3
104378 verbose linkMans escape-html@1.0.3
104379 silly build errorhandler@1.4.3
104380 info linkStuff errorhandler@1.4.3
104381 silly linkStuff errorhandler@1.4.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104382 verbose linkBins errorhandler@1.4.3
104383 verbose linkMans errorhandler@1.4.3
104384 silly build escape-html@1.0.2
104385 info linkStuff escape-html@1.0.2
104386 silly linkStuff escape-html@1.0.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/finalhandler/node_modules as its parent node_modules
104387 verbose linkBins escape-html@1.0.2
104388 verbose linkMans escape-html@1.0.2
104389 silly build fresh@0.3.0
104390 info linkStuff fresh@0.3.0
104391 silly linkStuff fresh@0.3.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104392 verbose linkBins fresh@0.3.0
104393 verbose linkMans fresh@0.3.0
104394 silly build iconv-lite@0.4.11
104395 info linkStuff iconv-lite@0.4.11
104396 silly linkStuff iconv-lite@0.4.11 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104397 verbose linkBins iconv-lite@0.4.11
104398 verbose linkMans iconv-lite@0.4.11
104399 silly build media-typer@0.3.0
104400 info linkStuff media-typer@0.3.0
104401 silly linkStuff media-typer@0.3.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104402 verbose linkBins media-typer@0.3.0
104403 verbose linkMans media-typer@0.3.0
104404 silly build vary@1.1.0
104405 info linkStuff vary@1.1.0
104406 silly linkStuff vary@1.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/method-override/node_modules as its parent node_modules
104407 verbose linkBins vary@1.1.0
104408 verbose linkMans vary@1.1.0
104409 silly build methods@1.1.2
104410 info linkStuff methods@1.1.2
104411 silly linkStuff methods@1.1.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104412 verbose linkBins methods@1.1.2
104413 verbose linkMans methods@1.1.2
104414 silly build mime@1.3.4
104415 info linkStuff mime@1.3.4
104416 silly linkStuff mime@1.3.4 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104417 verbose linkBins mime@1.3.4
104418 verbose link bins [ { mime: 'cli.js' },
104418 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/.bin',
104418 verbose link bins   false ]
104419 verbose linkMans mime@1.3.4
104420 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/.bin/mime is being purged
104421 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/.bin/mime
104422 silly build negotiator@0.5.3
104423 info linkStuff negotiator@0.5.3
104424 silly linkStuff negotiator@0.5.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104425 verbose linkBins negotiator@0.5.3
104426 verbose linkMans negotiator@0.5.3
104427 silly build accepts@1.2.13
104428 info linkStuff accepts@1.2.13
104429 silly linkStuff accepts@1.2.13 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104430 verbose linkBins accepts@1.2.13
104431 verbose linkMans accepts@1.2.13
104432 silly build parseurl@1.3.1
104433 info linkStuff parseurl@1.3.1
104434 silly linkStuff parseurl@1.3.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104435 verbose linkBins parseurl@1.3.1
104436 verbose linkMans parseurl@1.3.1
104437 silly build method-override@2.3.6
104438 info linkStuff method-override@2.3.6
104439 silly linkStuff method-override@2.3.6 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104440 verbose linkBins method-override@2.3.6
104441 verbose linkMans method-override@2.3.6
104442 silly build pause@0.1.0
104443 info linkStuff pause@0.1.0
104444 silly linkStuff pause@0.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104445 verbose linkBins pause@0.1.0
104446 verbose linkMans pause@0.1.0
104447 silly build qs@4.0.0
104448 info linkStuff qs@4.0.0
104449 silly linkStuff qs@4.0.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104450 verbose linkBins qs@4.0.0
104451 verbose linkMans qs@4.0.0
104452 silly build range-parser@1.0.3
104453 info linkStuff range-parser@1.0.3
104454 silly linkStuff range-parser@1.0.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
104455 verbose linkBins range-parser@1.0.3
104456 verbose linkMans range-parser@1.0.3
104457 silly build bytes@2.4.0
104458 info linkStuff bytes@2.4.0
104459 silly linkStuff bytes@2.4.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/raw-body/node_modules as its parent node_modules
104460 verbose linkBins bytes@2.4.0
104461 verbose linkMans bytes@2.4.0
104462 silly build iconv-lite@0.4.13
104463 info linkStuff iconv-lite@0.4.13
104464 silly linkStuff iconv-lite@0.4.13 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/raw-body/node_modules as its parent node_modules
104465 verbose linkBins iconv-lite@0.4.13
104466 verbose linkMans iconv-lite@0.4.13
104467 silly build depd@1.1.0
104468 info linkStuff depd@1.1.0
104469 silly linkStuff depd@1.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules/send/node_modules as its parent node_modules
104470 verbose linkBins depd@1.1.0
104471 verbose linkMans depd@1.1.0
104472 silly build statuses@1.2.1
